Datetime,High,Low,Close,Open
2022-02-24 00:00:00+00:00,37381.97266,36826.17188,36850.48438,37278.56641
2022-02-24 01:00:00+00:00,36999.63672,36761.20313,36973.87891,36849.56641
2022-02-24 02:00:00+00:00,37019.93359,36420.92969,36420.92969,36972.13281
2022-02-24 03:00:00+00:00,36386.98828,35121.27344,35175.21875,36386.98828
2022-02-24 04:00:00+00:00,35148.08594,34752.75,35076.77734,35148.08594
2022-02-24 05:00:00+00:00,35104.61719,34459.21875,34765.26563,35090.55078
2022-02-24 06:00:00+00:00,35009.16797,34690.08984,34904.0625,34732.52734
2022-02-24 07:00:00+00:00,35317.53516,34519.19141,35277.82422,34895.55469
2022-02-24 08:00:00+00:00,35679.94531,35274.11328,35555.89063,35302.89453
2022-02-24 09:00:00+00:00,35743.78125,35420.27344,35420.27344,35546.47656
2022-02-24 10:00:00+00:00,35448.89844,34997.80078,35215.96094,35408.30469
2022-02-24 11:00:00+00:00,35469.50391,34997.01172,35400.26563,35223.17578
2022-02-24 12:00:00+00:00,35436.9375,35160.33594,35300.26172,35407.56641
2022-02-24 13:00:00+00:00,35649.4375,35202.85938,35632.30859,35298.20313
2022-02-24 14:00:00+00:00,35789.73438,35359.43359,35646.77734,35610.6875
2022-02-24 15:00:00+00:00,36002.14453,35539.61719,35967.64844,35670.29688
2022-02-24 16:00:00+00:00,36252.94531,35943.77734,36161.03906,35963.54688
2022-02-24 17:00:00+00:00,36174.88672,35852.92578,35920.49219,36167.09766
2022-02-24 18:00:00+00:00,36656.37109,35880.12891,36523.625,35922.35156
2022-02-24 19:00:00+00:00,37205.52734,36381.0625,37159.10938,36518.23047
2022-02-24 20:00:00+00:00,38968.83984,37188.71094,38360.78125,37188.71094
2022-02-24 21:00:00+00:00,38520.77734,38273.58594,38477.82031,38365.32813
2022-02-24 22:00:00+00:00,38450.74219,37847.04688,37847.04688,38450.74219
2022-02-24 23:00:00+00:00,38327.19922,37857.73047,38322.61719,37857.73047
2022-02-25 00:00:00+00:00,38675.14453,38296.26953,38301.53125,38333.74609
2022-02-25 01:00:00+00:00,38781.53125,38223.98438,38500.87109,38272.53516
2022-02-25 02:00:00+00:00,38768.55859,38512.90234,38762.16797,38512.90234
2022-02-25 03:00:00+00:00,38886.21094,38580.45703,38886.21094,38762.71875
2022-02-25 04:00:00+00:00,38891.02344,38696.1875,38764.23438,38890.68359
2022-02-25 05:00:00+00:00,38785.80469,38430.14063,38508.23438,38751.71484
2022-02-25 06:00:00+00:00,38731.85156,38454.34766,38731.85156,38502.07422
2022-02-25 07:00:00+00:00,38790.04297,38466.79688,38466.79688,38726.74609
2022-02-25 08:00:00+00:00,38505.91406,38270.08984,38407.77344,38494.21094
2022-02-25 09:00:00+00:00,38538.00391,38111.34375,38538.00391,38411.66797
2022-02-25 10:00:00+00:00,38657.30078,38557.66797,38565.20703,38657.30078
2022-02-25 11:00:00+00:00,38738.11328,38416.52734,38738.11328,38562.20703
2022-02-25 12:00:00+00:00,39309.99219,38747.80469,39305.58984,38747.80469
2022-02-25 13:00:00+00:00,39599.93359,39300.66406,39366.48828,39301.625
2022-02-25 14:00:00+00:00,39362.96094,39165.74219,39194.81641,39362.96094
2022-02-25 15:00:00+00:00,39370.77734,38789.83594,39370.77734,39174.20703
2022-02-25 16:00:00+00:00,39512.12109,39246.23438,39349.17969,39419.01563
2022-02-25 17:00:00+00:00,39374.30469,38984.45703,38984.45703,39360.1875
2022-02-25 18:00:00+00:00,39017.44531,38678.79297,38678.79297,38994.54688
2022-02-25 19:00:00+00:00,38898.32813,38609.64844,38741.13281,38674.58984
2022-02-25 20:00:00+00:00,39149.83594,38698.4375,39107.34766,38734.29688
2022-02-25 21:00:00+00:00,39189.66406,39005.10156,39005.10156,39107.23438
2022-02-25 22:00:00+00:00,39373.74219,38933.91016,39324.60547,38986.57813
2022-02-25 23:00:00+00:00,39509.60156,39199.55469,39205.68359,39335.44922
2022-02-26 00:00:00+00:00,40005.34766,39174.82422,39761.125,39213.08203
2022-02-26 01:00:00+00:00,39802.59766,39629.91406,39694.875,39771.59766
2022-02-26 02:00:00+00:00,39716.55469,39553.46094,39580.14844,39704.78906
2022-02-26 03:00:00+00:00,39603.75,39360.80859,39418.76563,39582.82031
2022-02-26 04:00:00+00:00,39455.42578,39340.58984,39405.44531,39420.37891
2022-02-26 05:00:00+00:00,39404.65234,39055.19531,39055.19531,39404.65234
2022-02-26 06:00:00+00:00,39205.09766,39059.24609,39160.59766,39059.24609
2022-02-26 07:00:00+00:00,39200.35156,39023.07031,39177.99219,39155.38281
2022-02-26 08:00:00+00:00,39420.13672,38813.38672,38813.38672,39180.0625
2022-02-26 09:00:00+00:00,38907.41797,38702.53516,38784.45703,38821.69531
2022-02-26 10:00:00+00:00,39032.33594,38806.06641,39025.98047,38806.06641
2022-02-26 11:00:00+00:00,39076.09375,38888.95313,38948.16016,39027.37891
2022-02-26 12:00:00+00:00,38987.13281,38886.71484,38987.13281,38967.63281
2022-02-26 13:00:00+00:00,39181.28906,38968.43359,39090.35938,38993.18359
2022-02-26 14:00:00+00:00,39258.59766,39070.92969,39196.67969,39103.06641
2022-02-26 15:00:00+00:00,39312.45313,39203.63672,39252.16797,39210.72656
2022-02-26 16:00:00+00:00,39298.95313,39118.64063,39171.45313,39247.40625
2022-02-26 17:00:00+00:00,39276.92969,39132.62891,39270.86328,39168.74609
2022-02-26 18:00:00+00:00,39261.42969,38927.93359,39082.49219,39260.03516
2022-02-26 19:00:00+00:00,39338.27344,39086.5625,39278.53516,39086.5625
2022-02-26 20:00:00+00:00,39389.8125,39259.55859,39366.85547,39274.37891
2022-02-26 21:00:00+00:00,39635.32031,39325.30859,39429.62891,39365.23047
2022-02-26 22:00:00+00:00,39451.82031,39184.02344,39184.02344,39438.85156
2022-02-26 23:00:00+00:00,39164.67969,38982.51172,39107.5,39164.67969
2022-02-27 00:00:00+00:00,39216.59375,38811.96875,38877.79297,39098.69922
2022-02-27 01:00:00+00:00,38851.54297,38431.07813,38442.70313,38831.09375
2022-02-27 02:00:00+00:00,38578.35156,38293.5,38578.35156,38393.29297
2022-02-27 03:00:00+00:00,38654.40625,38547.76953,38629.29297,38574.625
2022-02-27 04:00:00+00:00,38655.55859,38525.53906,38562.64453,38630.95313
2022-02-27 05:00:00+00:00,38730.62109,38510.85156,38635.17969,38569.70703
2022-02-27 06:00:00+00:00,38806.99609,38621.26563,38806.99609,38621.26563
2022-02-27 07:00:00+00:00,38866.28125,38783.47266,38821.23047,38795.40625
2022-02-27 08:00:00+00:00,38847.13672,38702.96875,38826.25,38823.04297
2022-02-27 09:00:00+00:00,39049.19531,38802.21094,39046.67969,38817.16016
2022-02-27 10:00:00+00:00,39400.05469,39023.21875,39346.46484,39039.75391
2022-02-27 11:00:00+00:00,39496.16797,39315.36328,39471.09766,39362.21094
2022-02-27 12:00:00+00:00,39778.94141,39412.08203,39757.46484,39473.71484
2022-02-27 13:00:00+00:00,39752.19922,38896.77344,38990.68359,39751.78906
2022-02-27 14:00:00+00:00,39124.125,38790.73047,38790.73047,39049.50781
2022-02-27 15:00:00+00:00,39350.29297,38813.96484,39341.23828,38822.95703
2022-02-27 16:00:00+00:00,39347.81641,39032.59766,39092.70703,39343.78125
2022-02-27 17:00:00+00:00,39116.375,39035.60547,39037.33984,39090.96094
2022-02-27 18:00:00+00:00,39100.83203,38903.67578,38933.45703,39030.3125
2022-02-27 19:00:00+00:00,38970.60547,37851.11719,37851.11719,38932.4375
2022-02-27 20:00:00+00:00,38171.11328,37583.10547,38010.14063,37682.09375
2022-02-27 21:00:00+00:00,37995.25781,37268.97656,37536.85156,37963.90234
2022-02-27 22:00:00+00:00,37831.60156,37465.44922,37761.89844,37509.39453
2022-02-27 23:00:00+00:00,37811.32422,37470.85547,37728.96094,37811.32422
2022-02-28 00:00:00+00:00,37741.22266,37518.21484,37518.21484,37706
2022-02-28 01:00:00+00:00,38248.42969,37579.00391,38123.45313,37579.00391
2022-02-28 02:00:00+00:00,38102.49609,37653.35156,37659.01953,38102.49609
2022-02-28 03:00:00+00:00,37860.29297,37667.95313,37813.01953,37667.95313
